,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
1108,"Y’know, they’re not gonna get married anyway!",Rachel,anger,190,6,89,9,4,20,"0:09:52,925","0:09:55,136"
1109,What?,Chandler,surprise,190,7,89,10,4,20,"0:09:55,136","0:09:56,593"
1110,Come on!,Rachel,anger,190,8,89,11,4,20,"0:09:56,679","0:09:57,472"
1111,They rushed into this thing so fast it’s ridiculous!,Rachel,disgust,190,9,89,12,4,20,"0:09:57,472","0:10:00,734"
1113,"I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s.",Rachel,joy,190,11,89,16,4,20,"00:10:08,316","00:10:11,776"
1114,Hi!,Rachel,joy,191,0,89,2,4,20,"00:09:34,448","00:09:35,824"
1117,"What do you mean, handling it?",Rachel,joy,191,3,89,6,4,20,"0:09:46,085","0:09:47,097"
1118,There’s nothing to handle.,Rachel,joy,191,4,89,7,4,20,"0:09:47,097","0:09:48,219"
1120,"Y’know, they’re not gonna get married anyway!",Rachel,anger,191,6,89,9,4,20,"0:09:52,925","0:09:55,136"
1121,Come on!,Rachel,anger,191,7,89,11,4,20,"0:09:56,679","0:09:57,472"
1122,They rushed into this thing so fast it’s ridiculous!,Rachel,disgust,191,8,89,12,4,20,"0:09:57,472","0:10:00,734"
1124,"I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s.",Rachel,joy,191,10,89,16,4,20,"00:10:08,316","00:10:11,776"
1129,"Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",Joey,surprise,193,1,93,3,4,1,"00:09:15,137","00:09:20,517"
1131,Oh no! No!! My hole!!,Joey,surprise,193,3,93,5,4,1,"00:09:26,440","00:09:28,525"
1132,Oh no! No!! My hole!!,Joey,surprise,194,0,93,5,4,1,"00:09:26,440","00:09:28,525"
1133,Ow!! Ow!!!,Monica,disgust,194,1,93,6,4,1,"00:09:28,693","00:09:30,819"
1134,What?! What?!! What is it?!,Joey,surprise,194,2,93,7,4,1,"00:09:30,987","00:09:32,404"
1137,Said what? Exactly.,Rachel,fear,195,2,94,2,4,9,"00:11:45,579","00:11:46,955"
1139,"Oh my God!! Ohh, that is it! I’m leaving! You are just a horrible person!",Rachel,disgust,195,4,94,4,4,9,"00:11:52,211","00:11:58,299"
1140,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,fear,195,5,94,5,4,9,"00:11:54,964","00:11:58,299"
1141,If you’re gonna get all sensitive about it!,Joanna,anger,195,6,94,6,4,9,"00:11:58,467","00:12:01,386"
1142,I don’t want to lose you.,Joanna,sadness,195,7,94,7,4,9,"00:12:01,554","00:12:02,929"
1145,Say more things like that.,Rachel,joy,195,10,94,10,4,9,"00:12:10,229","00:12:12,731"
1146,"You can have your own office, and a raise! Effective tomorrow.",Joanna,joy,195,11,94,11,4,9,"00:12:13,524","00:12:16,526"
1148,Done!,Joanna,joy,195,13,94,13,4,9,"0:12:18,779","0:12:19,983"
1150,"Sophie, get in here!",Joanna,joy,195,15,94,15,4,9,"0:12:21,491","0:12:23,063"
1151,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,joy,196,0,95,0,5,3,"00:04:00,782","00:04:04,409"
1152,Oh my!,Joey,surprise,196,1,95,1,5,3,"00:04:04,619","00:04:05,953"
1155,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,joy,196,4,95,4,5,3,"00:04:12,001","00:04:15,671"
1156,What?,Rachel,surprise,196,5,95,6,5,3,"0:04:22,304","0:04:23,451"
1157,What are you talking about?!,Rachel,surprise,196,6,95,7,5,3,"00:04:23,638","00:04:25,097"
1158,You-you're the one who's been telling me to get over Ross and move on.,Rachel,anger,196,7,95,8,5,3,"00:04:25,348","00:04:29,059"
1165,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,joy,197,0,95,4,5,3,"00:04:12,001","00:04:15,671"
1166,Umm.  Umm. Umm. I don't think so.,Monica,joy,197,1,95,5,5,3,"0:04:21,386","0:04:22,304"
1167,What?,Rachel,surprise,197,2,95,6,5,3,"0:04:22,304","0:04:23,451"
1168,What are you talking about?!,Rachel,surprise,197,3,95,7,5,3,"00:04:23,638","00:04:25,097"
1169,You-you're the one who's been telling me to get over Ross and move on.,Rachel,anger,197,4,95,8,5,3,"00:04:25,348","00:04:29,059"
1173,What?,Rachel,surprise,197,8,95,12,5,3,"0:04:42,407","0:04:44,579"
1180,That almost hit me in the face.,Rachel,anger,199,2,97,3,3,9,"00:04:31,104","00:04:33,772"
1181,Hey!,Chandler,joy,200,0,99,0,7,19,"0:05:24,907","0:05:25,575"
1182,Hey!,Monica,joy,200,1,99,1,7,19,"0:05:25,575","0:05:26,813"
1183,Y’know I’m-I’m really glad we decided not to sleep together before the wedding.,Chandler,joy,200,2,99,2,7,19,"00:05:26,909","00:05:30,495"
1184,"Oh boy, me too!",Monica,joy,200,3,99,3,7,19,"00:05:30,705","00:05:32,998"
1186,Yeah?,Monica,fear,200,5,99,5,7,19,"00:05:38,379","00:05:39,522"
1188,"The wedding is off, sloppy and immature!",Monica,anger,200,7,99,7,7,19,"00:05:46,304","00:05:48,972"
1189,That’s me! Come on!,Chandler,joy,200,8,99,8,7,19,"00:05:49,140","00:05:50,474"
1192,Shrill?! The wedding is back on!,Monica,anger,200,11,99,11,7,19,"00:05:57,440","00:05:59,900"
1193,Chandler!,Monica,anger,200,12,99,17,7,19,"0:06:29,847","0:06:30,682"
1195,Shrill?! The wedding is back on!,Monica,anger,201,0,99,11,7,19,"00:05:57,440","00:05:59,900"
1200,Chandler!,Monica,anger,201,5,99,17,7,19,"0:06:29,847","0:06:30,682"
1202,Hi! Nice to meet you!,Chandler,joy,202,1,99,13,7,19,"0:06:06,074","0:06:07,506"
1207,Just slice that baby right off!,Ross,fear,203,3,100,3,3,23,"0:05:37,212","0:05:39,696"
1211,No?,Ross,surprise,203,7,100,7,3,23,"00:05:54,000","00:05:55,729"
1213,"Well then, what is it?!",Ross,surprise,204,1,101,1,6,23,"00:05:59,150","00:06:00,525"
1217,"Umm, this is great wine.",Kristen,joy,206,0,103,0,8,4,"00:09:13,386","00:09:16,805"
1219,Really?,Kristen,surprise,206,2,103,2,8,4,"00:09:34,240","00:09:38,034"
1220,"Uh-hmm—Wait! It gets better. Um, yeah I was in Barcelona.",Ross,joy,206,3,103,3,8,4,"00:09:40,204","00:09:42,706"
1223,I love hiking!,Kristen,joy,206,6,103,6,8,4,"0:09:52,634","0:09:52,774"
1224,Oh that’s great! I was hiking along the foothills of Mount Tibidaybo,Ross,joy,206,7,103,7,8,4,"00:09:52,925","00:10:01,308"
1225,"So? Congratulations you two, I didn’t even know you got married.",Janice,surprise,207,0,104,0,8,23,"00:21:10,757","00:21:14,761"
1226,Oh we-we didn’t.,Rachel,joy,207,1,104,1,8,23,"00:21:15,011","00:21:16,596"
1227,No-no. We,Ross,fear,208,0,105,0,6,23,"00:21:15,011","00:21:16,596"
1228,What?!,Janice,surprise,208,1,105,1,6,23,"00:21:16,805","00:21:18,181"
1230,Why?!!,Janice,surprise,209,1,106,1,8,23,"00:21:24,020","00:21:25,814"
1235,"Uh-oh, I feel another one coming.",Janice,fear,210,2,106,5,8,23,"00:21:41,455","00:21:43,707"
1238,"You can come in, but your filter-tipped little buddy has to stay outside!",Joey,joy,211,2,107,5,1,3,"00:07:56,058","00:08:00,270"
1245,"You can come in, but your filter-tipped little buddy has to stay outside!",Joey,joy,213,2,107,5,1,3,"00:07:56,058","00:08:00,270"
1254,Hey! Great advice on that Joey thing!,Rachel,joy,216,1,108,2,8,17,"00:11:48,916","00:11:51,876"
1256,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,joy,216,3,108,4,8,17,"00:11:54,547","00:11:56,798"
1257,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,joy,217,0,108,4,8,17,"00:11:54,547","00:11:56,798"
1261,"No thanks, Mom!",Chandler,disgust,218,1,109,1,4,14,"00:14:10,516","00:14:12,934"
1264,No!,Chandler,anger,218,4,109,15,4,14,"0:15:08,991","0:15:09,793"
1265,That was a test!,Chandler,fear,218,5,109,16,4,14,"0:15:09,793","0:15:10,912"
1266,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Chandler,fear,218,6,109,17,4,14,"00:15:10,993","00:15:15,371"
1267,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Chandler,fear,218,7,109,18,4,14,"00:15:15,539","00:15:18,416"
1268,Ohhh!!,Chandler,anger,218,8,109,20,4,14,"00:15:19,000","00:15:20,335"
1269,I think somebody needs another lap dance.,Monica,joy,218,9,109,21,4,14,"00:15:22,129","00:15:24,714"
1270,"No thanks, Mom!",Chandler,disgust,219,0,109,1,4,14,"00:14:10,516","00:14:12,934"
1271,"Ha-ha, it’s not my baby, ha-ha-ha!",Phoebe,anger,219,1,109,3,4,14,"00:14:25,030","00:14:27,740"
1274,No!,Chandler,anger,219,4,109,15,4,14,"0:15:08,991","0:15:09,793"
1275,That was a test!,Chandler,fear,219,5,109,16,4,14,"0:15:09,793","0:15:10,912"
1276,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Chandler,fear,219,6,109,17,4,14,"00:15:10,993","00:15:15,371"
1277,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Chandler,fear,219,7,109,18,4,14,"00:15:15,539","00:15:18,416"
1278,You should! How is she?,Phoebe,surprise,219,8,109,19,4,14,"00:15:18,584","00:15:20,335"
1279,Ohhh!!,Chandler,anger,219,9,109,20,4,14,"00:15:19,000","00:15:20,335"
1280,"Ha-ha, it’s not my baby, ha-ha-ha!",Phoebe,anger,220,0,109,3,4,14,"00:14:25,030","00:14:27,740"
1281,"Very good,  so good.",Monica,joy,220,1,109,4,4,14,"00:14:30,160","00:14:33,454"
1282,"I really, really enjoyed it. Very exotic.",Phoebe,joy,220,2,109,5,4,14,"00:14:33,622","00:14:38,042"
1283,Come on! Look where you are!!,Phoebe,joy,220,3,109,9,4,14,"00:14:50,681","00:14:53,641"
1287,"I really, really enjoyed it. Very exotic.",Phoebe,joy,221,0,109,5,4,14,"00:14:33,622","00:14:38,042"
1288,"Well, I just checked our messages and Joshua didn’t call.",Rachel,sadness,221,1,109,6,4,14,"00:14:38,711","00:14:41,963"
1289,I mean you’d think he’d be worried about me not showing up at his club.,Rachel,sadness,221,2,109,7,4,14,"00:14:42,131","00:14:45,550"
1290,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,sadness,221,3,109,8,4,14,"00:14:45,718","00:14:50,513"
1291,Come on! Look where you are!!,Phoebe,joy,221,4,109,9,4,14,"00:14:50,681","00:14:53,641"
1293,You do?,Phoebe,surprise,222,1,110,1,7,3,"0:08:05,615","0:08:06,571"
1294,"You don’t?  Well, that’s the difference between a professional and a layman.",Monica,surprise,222,2,110,2,7,3,"00:08:06,694","00:08:11,531"
1295,That and arrogance.,Phoebe,anger,222,3,110,3,7,3,"00:08:13,242","00:08:14,951"
1296,That and arrogance.,Phoebe,anger,223,0,110,3,7,3,"00:08:13,242","00:08:14,951"
1299,Hey! How was sailing?,Monica,joy,224,1,110,5,7,3,"00:08:17,121","00:08:19,915"
1300,Wow thanks!,Joey,joy,225,0,111,0,7,1,"00:09:11,801","00:09:14,177"
1301,Joe?,Chandler,fear,225,1,111,1,7,1,"0:09:17,848","0:09:18,810"
1302,Yeah!,Joey,joy,225,2,111,2,7,1,"0:09:18,810","0:09:20,452"
1304,"When? Today? Some, not a lot.",Joey,surprise,225,4,111,4,7,1,"00:09:29,527","00:09:36,199"
1305,"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",Chandler,fear,225,5,111,5,7,1,"00:09:41,956","00:09:48,920"
1306,"There huh—hmm, there-there was an incident.",Chandler,fear,225,6,111,6,7,1,"00:09:49,130","00:09:51,298"
1308,It’s happened to you?,Chandler,surprise,225,8,111,8,7,1,"0:09:56,304","0:09:57,606"
1310,"Well, what’d you do?",Chandler,surprise,225,10,111,10,7,1,"0:10:00,182","0:10:01,104"
1313,"Take whatever you want, just please don’t hurt me.",Chandler,fear,225,13,111,13,7,1,"00:08:27,882","00:08:30,550"
1315,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",Chandler,disgust,225,15,111,15,7,1,"00:08:53,241","00:08:59,829"
1316,"Come on man, really how old?!",Joey,surprise,225,16,111,16,7,1,"00:09:01,290","00:09:02,874"
1317,"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",Chandler,disgust,225,17,111,17,7,1,"00:09:03,084","00:09:14,177"
1318,And they knew about it?,Ross,surprise,226,0,112,0,7,2,"00:06:41,401","00:06:43,068"
1319,"Okay, well Ross, what is this really about?",Phoebe,surprise,226,1,112,1,7,2,"00:06:46,864","00:06:49,408"
1320,"Look, this is my home and I want to be able to come and go whenever I want!",Ross,anger,226,2,112,2,7,2,"00:06:50,034","00:06:53,870"
1321,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Phoebe,anger,226,3,112,3,7,2,"00:06:54,080","00:06:59,501"
1322,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",Ross,disgust,226,4,112,4,7,2,"00:06:59,669","00:07:07,175"
1324,Do you always have to bring him here?,Monica,anger,227,1,113,1,1,10,"00:07:45,965","00:07:47,966"
1330,"Oh, that'd be great!",Ross,joy,227,7,113,8,1,10,"00:08:11,449","00:08:13,450"
1338,"Oh, that'd be great!",Ross,joy,228,6,113,8,1,10,"00:08:11,449","00:08:13,450"
1342,It says here that there’s a place you can go to rent videos of all the museums!,Chandler,surprise,229,1,114,1,4,21,"00:21:33,667","00:21:37,128"
1344,It’s better! You can’t go to a museum in your underwear!,Joey,joy,229,3,114,3,4,21,"00:21:40,424","00:21:44,135"
1345,Oh-ho! I bet the British version is gooooood!,Joey,joy,229,4,114,4,4,21,"00:22:00,027","00:22:03,070"
1351,Nobody sees the king!,Jester,anger,231,2,115,4,3,7,"00:21:40,882","00:21:42,842"
1353,Hey! You can’t go back there!,Jester,surprise,231,4,115,6,3,7,"00:21:46,138","00:21:48,097"
1354,Hey! You can’t go back there!,Jester,surprise,232,0,115,6,3,7,"00:21:46,138","00:21:48,097"
1355,Oh my God.,Janice,surprise,232,1,115,7,3,7,"00:21:53,854","00:21:57,732"
1358,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",Sarah,sadness,233,2,116,2,3,10,"00:04:42,282","00:04:49,788"
1359,"Wow, you ah, you really like all this space stuff, huh?",Ross,surprise,233,3,116,3,3,10,"00:04:49,956","00:04:54,626"
1363,"No. The one in Atlantic City, Dad loves the slots. He says he’s gonna double the college money my Grandma left me.",Sarah,sadness,233,7,116,7,3,10,"00:05:08,516","00:05:17,232"
1364,"Oh, um, I don’t know if that’s a good idea.",Monica,joy,234,0,117,0,3,13,"00:02:23,560","00:02:25,727"
1366,"No, I just I think that it’s too soon.",Monica,joy,234,2,117,2,3,13,"00:02:29,732","00:02:31,567"
1369,And now you want that money back.,Ross,surprise,235,1,118,1,6,6,"0:21:12,479","0:21:14,607"
1371,"Chandler, what kind of an idiot do you take me for?",Ross,joy,235,3,118,3,6,6,"00:21:16,149","00:21:18,526"
1372,It’s not a real game! I made it up!,Chandler,anger,235,4,118,4,6,6,"00:21:19,820","00:21:21,904"
1373,"I’m sorry you lost your money, but I won it fair and square.",Ross,joy,235,5,118,5,6,6,"00:21:22,072","00:21:25,241"
1378,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,sadness,236,4,119,4,5,17,"00:14:53,475","00:14:58,354"
1380,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Joey,sadness,236,6,119,6,5,17,"00:14:58,522","00:15:04,527"
1381,"What are you talking about?  She obviously lives on the second floor, seventh apartment from the left!",Monica,surprise,236,7,119,7,5,17,"00:15:05,446","00:15:10,633"
1386,I did,Joey,anger,236,12,119,12,5,17,"00:15:22,004","00:15:25,131"
1387,"Monica, betting the apartment, I don’t know about this.",Rachel,fear,237,0,120,0,4,12,"00:13:04,533","00:13:07,494"
1388,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Monica,joy,237,1,120,1,4,12,"00:13:07,661","00:13:13,041"
1389,Why? Do you have the answers written on there?,Rachel,surprise,237,2,120,2,4,12,"00:13:13,209","00:13:15,251"
1391,"All right, let’s do it.",Rachel,fear,237,4,120,4,4,12,"0:13:21,050","0:13:23,512"
1392,"All right, let’s do it.",Rachel,fear,238,0,120,4,4,12,"0:13:21,050","0:13:23,512"
1409,"Yeah, come on, we can be guys!",Monica,joy,242,1,121,1,4,14,"0:12:19,864","0:12:21,283"
1410,"Yeah, come on, we can be guys!",Monica,joy,243,0,121,1,4,14,"0:12:19,864","0:12:21,283"
1411,No you can’t.,Chandler,joy,243,1,121,2,4,14,"0:12:21,283","0:12:23,221"
1412,"You don’t want to be guys, you’d be all hairy and wouldn’t live as long.",Chandler,disgust,243,2,121,4,4,14,"00:12:27,163","00:12:32,667"
1413,No you can’t.,Chandler,joy,244,0,121,2,4,14,"0:12:21,283","0:12:23,221"
1414,"You don’t want to be guys, you’d be all hairy and wouldn’t live as long.",Chandler,disgust,244,1,121,4,4,14,"00:12:27,163","00:12:32,667"
1415,"Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Phoebe,anger,244,2,121,5,4,14,"00:12:31,375","00:12:39,716"
1417,I’m sorry.,Phoebe,sadness,244,4,121,7,4,14,"00:12:44,388","00:12:46,181"
1418,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio.",Monica,surprise,245,0,122,0,3,18,"00:06:44,320","00:06:53,120"
1419,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,245,1,122,1,3,18,"00:06:49,492","00:06:53,120"
1423,"I mean that ain’t a pretty picture in the morning, y’know what I mean.",Rachel,disgust,245,5,122,12,3,18,"0:07:34,046","0:07:36,643"
1424,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,disgust,245,6,122,13,3,18,"00:07:36,747","00:07:46,631"
1426,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio.",Monica,surprise,246,0,122,0,3,18,"00:06:44,320","00:06:53,120"
1427,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,246,1,122,1,3,18,"00:06:49,492","00:06:53,120"
1432,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",Monica,joy,246,6,122,7,3,18,"00:07:08,386","00:07:15,475"
1433,"Well, if that were true, I’d dating my Aunt Ruth.",Pete,joy,246,7,122,8,3,18,"00:07:15,643","00:07:18,228"
1434,And the two times we went out were just plain awkward.,Pete,disgust,246,8,122,9,3,18,"00:07:20,064","00:07:26,111"
1438,"Well, if that were true, I’d dating my Aunt Ruth.",Pete,joy,247,0,122,8,3,18,"00:07:15,643","00:07:18,228"
1439,And the two times we went out were just plain awkward.,Pete,disgust,247,1,122,9,3,18,"00:07:20,064","00:07:26,111"
1442,"I mean that ain’t a pretty picture in the morning, y’know what I mean.",Rachel,disgust,247,4,122,12,3,18,"0:07:34,046","0:07:36,643"
1443,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,disgust,247,5,122,13,3,18,"00:07:36,747","00:07:46,631"
1444,I believe I read that somewhere!,Chandler,surprise,248,0,123,0,9,17,"00:05:06,252","00:05:08,921"
1445,"That only is not funny, it's physically impossible!",Ross,anger,248,1,123,1,9,17,"0:05:09,672","0:05:12,342"
1446,Okay?,Ross,anger,248,2,123,2,9,17,"0:05:12,342","0:05:12,561"
1447,Depending    on the species I'd have to have a six foot long...,Ross,anger,248,3,123,3,9,17,"0:05:12,675","0:05:15,437"
1448,It's not funny!,Ross,anger,248,4,123,4,9,17,"0:05:15,437","0:05:17,903"
1450,I can't believe you put that on my alumni page!,Ross,anger,248,6,123,6,9,17,"00:05:21,851","00:05:24,187"
1452,You'd better hope not because I just read what you put on your    page today.,Ross,anger,248,8,123,8,9,17,"00:05:27,231","00:05:29,484"
1454,Oh oh oh! I RESPECTFULLY DISAGREE!!,Ross,anger,248,10,123,10,9,17,"0:05:30,568","0:05:33,089"
1455,I know I miss you too. I can't wait to see you. I love you. Bye.,Ross,joy,249,0,124,0,5,6,"00:10:12,194","00:10:16,156"
1456,"Okay, what is in here? Rocks?",Chandler,surprise,249,1,124,1,5,6,"00:10:16,699","00:10:18,366"
1458,"So, rocks.",Chandler,disgust,249,3,124,3,5,6,"00:10:22,288","00:10:23,955"
1459,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",Ross,sadness,249,4,124,4,5,6,"00:10:33,591","00:10:39,638"
1460,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",Ross,sadness,250,0,124,4,5,6,"00:10:33,591","00:10:39,638"
